date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2025-06-09,2025,6,9,port2044,El Dekheila,Egypt,EGY,3,3,0,0,1,6,7,12649,37474,0,0,6325,50124,56449,4455,18930,0,0,5432,23385,28817
2025-06-09,2025,6,9,port23,Alexandria,Egypt,EGY,3,2,3,1,3,9,12,18357,47529,4938,0,35745,70825,106570,16871,6628,613,0,7792,24113,31905
2025-06-10,2025,6,10,port2044,El Dekheila,Egypt,EGY,3,0,4,0,1,7,8,2192,0,8107,0,5905,10300,16206,13267,0,3181,0,9098,16449,25547
2025-06-10,2025,6,10,port23,Alexandria,Egypt,EGY,3,4,4,1,2,12,14,19947,107423,6584,0,29352,133955,163308,51706,9942,4053,0,1351,65702,67053
2025-06-11,2025,6,11,port2044,El Dekheila,Egypt,EGY,0,1,2,0,1,3,4,0,46634,5130,0,0,51765,51765,0,0,1060,0,27644,1060,28704
2025-06-11,2025,6,11,port23,Alexandria,Egypt,EGY,3,6,2,0,0,11,11,2945,96164,0,0,0,99109,99109,66915,17609,2440,0,0,86965,86965
2025-06-12,2025,6,12,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,7854,0,0,0,0,7854,7854,0,14792,0,0,0,14792,14792
2025-06-12,2025,6,12,port23,Alexandria,Egypt,EGY,4,1,5,0,3,10,13,179450,0,8539,0,59642,187990,247632,162553,48897,1227,0,3494,212677,216172
2025-06-13,2025,6,13,port2044,El Dekheila,Egypt,EGY,4,2,0,0,1,6,7,2985,74564,0,0,0,77549,77549,4276,0,0,0,446,4276,4722
2025-06-13,2025,6,13,port23,Alexandria,Egypt,EGY,3,1,5,0,1,9,10,43004,23764,6775,0,8654,73544,82199,10126,3314,2039,0,3494,15480,18974
2025-06-14,2025,6,14,port2044,El Dekheila,Egypt,EGY,3,2,0,0,0,5,5,3660,50555,0,0,0,54215,54215,2007,0,0,0,0,2007,2007
2025-06-14,2025,6,14,port23,Alexandria,Egypt,EGY,3,2,5,0,1,10,11,0,32766,16054,0,0,48820,48820,100624,3314,613,0,2989,104551,107540
2025-06-15,2025,6,15,port2044,El Dekheila,Egypt,EGY,2,0,0,0,0,2,2,739,0,0,0,0,739,739,2729,0,0,0,0,2729,2729
2025-06-15,2025,6,15,port23,Alexandria,Egypt,EGY,4,3,4,0,0,11,11,32565,105793,6988,0,0,145347,145347,20084,3314,3529,0,0,26928,26928
2025-06-16,2025,6,16,port2044,El Dekheila,Egypt,EGY,1,0,0,0,0,1,1,6685,0,0,0,0,6685,6685,0,0,0,0,0,0,0
2025-06-16,2025,6,16,port23,Alexandria,Egypt,EGY,4,2,3,0,2,9,11,67391,55897,3709,0,27090,126998,154089,5636,0,4157,0,29563,9793,39357
2025-06-17,2025,6,17,port2044,El Dekheila,Egypt,EGY,3,2,0,0,2,5,7,2192,72586,0,0,5905,74779,80684,4459,0,0,0,9098,4459,13558
2025-06-17,2025,6,17,port23,Alexandria,Egypt,EGY,1,4,8,0,3,13,16,2912,83839,7504,0,42342,94255,136597,0,7053,3759,0,7236,10813,18050
2025-06-18,2025,6,18,port2044,El Dekheila,Egypt,EGY,5,1,0,0,2,6,8,7222,37474,0,0,0,44697,44697,13987,4840,0,0,31112,18827,49939
2025-06-18,2025,6,18,port23,Alexandria,Egypt,EGY,4,5,6,1,3,16,19,77064,95059,7419,0,17309,179544,196853,8422,13256,4610,0,9211,26288,35500
2025-06-19,2025,6,19,port2044,El Dekheila,Egypt,EGY,4,3,0,0,1,7,8,0,67622,0,0,1317,67622,68940,10349,13505,0,0,0,23854,23854
2025-06-19,2025,6,19,port23,Alexandria,Egypt,EGY,5,6,4,1,0,16,16,115522,103481,4297,928,0,224229,224229,31312,50214,4560,0,0,86087,86087
2025-06-20,2025,6,20,port2044,El Dekheila,Egypt,EGY,2,2,0,0,1,4,5,752,86265,0,0,0,87017,87017,1907,0,0,0,1121,1907,3029
2025-06-20,2025,6,20,port23,Alexandria,Egypt,EGY,3,1,5,0,0,9,9,16454,9986,24304,0,0,50746,50746,25499,0,1174,0,0,26673,26673
2025-06-21,2025,6,21,port2044,El Dekheila,Egypt,EGY,3,0,0,0,2,3,5,530,0,0,0,12005,530,12536,4946,0,0,0,30656,4946,35602
2025-06-21,2025,6,21,port23,Alexandria,Egypt,EGY,6,3,4,1,0,14,14,134307,28289,8171,1357,0,172124,172124,35365,21736,956,30,0,58089,58089
2025-06-22,2025,6,22,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,2974,0,0,0,0,2974,2974,2230,3146,0,0,0,5376,5376
2025-06-22,2025,6,22,port23,Alexandria,Egypt,EGY,2,2,2,0,1,6,7,5096,9136,1854,0,468,16088,16556,78347,31727,2469,0,0,112544,112544
2025-06-23,2025,6,23,port2044,El Dekheila,Egypt,EGY,1,0,1,0,0,2,2,382,0,714,0,0,1096,1096,0,0,0,0,0,0,0
2025-06-23,2025,6,23,port23,Alexandria,Egypt,EGY,3,1,3,1,3,8,11,23769,47120,3476,1357,59653,75723,135377,0,0,663,30,6424,693,7118
2025-06-24,2025,6,24,port2044,El Dekheila,Egypt,EGY,2,2,0,0,3,4,7,6049,51498,0,0,7319,57548,64867,2179,23715,0,0,9098,25895,34994
2025-06-24,2025,6,24,port23,Alexandria,Egypt,EGY,4,1,13,0,2,18,20,24409,23764,17445,0,9685,65619,75305,33551,3314,12959,0,15922,49824,65747
2025-06-25,2025,6,25,port2044,El Dekheila,Egypt,EGY,2,2,0,0,1,4,5,4385,28800,0,0,0,33185,33185,4359,28628,0,0,32989,32988,65977
2025-06-25,2025,6,25,port23,Alexandria,Egypt,EGY,2,0,2,0,2,4,6,0,0,2360,0,0,2360,2360,85988,0,613,0,2100,86602,88702
2025-06-26,2025,6,26,port2044,El Dekheila,Egypt,EGY,3,1,2,0,1,6,7,4523,56228,5803,0,5905,66556,72461,0,0,0,0,9098,0,9098
2025-06-26,2025,6,26,port23,Alexandria,Egypt,EGY,4,4,4,0,0,12,12,17148,70639,8365,0,0,96152,96152,11858,7053,3851,0,0,22763,22763
2025-06-27,2025,6,27,port2044,El Dekheila,Egypt,EGY,2,2,0,0,0,4,4,1752,68474,0,0,0,70226,70226,5721,0,0,0,0,5721,5721
2025-06-27,2025,6,27,port23,Alexandria,Egypt,EGY,4,3,6,1,4,14,18,12204,23764,15390,2688,25378,54048,79427,33260,12037,1840,0,6989,47139,54128
2025-06-28,2025,6,28,port2044,El Dekheila,Egypt,EGY,3,0,1,0,2,4,6,0,0,1703,0,9073,1703,10776,4296,0,1060,0,33229,5357,38587
2025-06-28,2025,6,28,port23,Alexandria,Egypt,EGY,6,2,4,0,1,12,13,34507,26991,7226,0,5466,68725,74192,68959,16261,2145,0,0,87366,87366
2025-06-29,2025,6,29,port2044,El Dekheila,Egypt,EGY,1,3,0,0,0,4,4,2192,49567,0,0,0,51760,51760,2179,74844,0,0,0,77023,77023
2025-06-29,2025,6,29,port23,Alexandria,Egypt,EGY,3,3,1,0,1,7,8,0,62057,1854,0,0,63912,63912,23614,3314,613,0,0,27541,27541
2025-06-30,2025,6,30,port2044,El Dekheila,Egypt,EGY,3,1,1,0,0,5,5,39217,159889,0,0,0,199106,199106,1811,0,4860,0,0,6671,6671
2025-06-30,2025,6,30,port23,Alexandria,Egypt,EGY,4,0,8,0,2,12,14,0,0,10704,0,18218,10704,28923,73880,0,5649,0,3978,79529,83507
2025-07-01,2025,7,1,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,1413,0,0,0,0,1413,1413,2354,585,0,0,0,2940,2940
2025-07-01,2025,7,1,port23,Alexandria,Egypt,EGY,2,4,4,0,1,10,11,28469,89398,3541,0,33292,121408,154701,10274,9942,3075,0,0,23292,23292
2025-07-02,2025,7,2,port2044,El Dekheila,Egypt,EGY,2,0,0,0,1,2,3,2192,0,0,0,9568,2192,11761,2179,0,0,0,7144,2179,9324
2025-07-02,2025,7,2,port23,Alexandria,Egypt,EGY,5,2,1,1,0,9,9,0,47529,0,3556,0,51085,51085,59025,6628,0,0,0,65653,65653
2025-07-03,2025,7,3,port2044,El Dekheila,Egypt,EGY,0,1,1,0,0,2,2,0,37474,1703,0,0,39177,39177,0,4840,1060,0,0,5900,5900
2025-07-03,2025,7,3,port23,Alexandria,Egypt,EGY,0,1,4,0,1,5,6,0,0,1854,0,8654,1854,10509,0,0,5301,0,3494,5301,8796
2025-07-04,2025,7,4,port2044,El Dekheila,Egypt,EGY,1,2,0,0,1,3,4,2145,212299,0,0,0,214445,214445,0,4840,0,0,0,4840,4840
2025-07-04,2025,7,4,port23,Alexandria,Egypt,EGY,6,0,5,0,1,11,12,53036,0,8146,0,8654,61182,69837,28652,0,17421,0,3494,46074,49569
2025-07-05,2025,7,5,port2044,El Dekheila,Egypt,EGY,6,3,1,0,0,10,10,7979,57545,1703,0,0,67228,67228,9679,22656,1060,0,0,33396,33396
2025-07-05,2025,7,5,port23,Alexandria,Egypt,EGY,5,5,2,1,1,13,14,17429,112368,3709,1357,32603,134865,167468,27502,12345,1227,30,0,41105,41105
2025-07-06,2025,7,6,port2044,El Dekheila,Egypt,EGY,4,2,0,0,2,6,8,4452,31747,0,0,32739,36200,68940,0,17938,0,0,35181,17938,53120
2025-07-06,2025,7,6,port23,Alexandria,Egypt,EGY,2,3,5,0,0,10,10,11413,26501,4881,0,0,42795,42795,93608,21105,3095,0,0,117808,117808
2025-07-07,2025,7,7,port2044,El Dekheila,Egypt,EGY,3,1,1,0,1,5,6,1798,31182,221,0,6143,33203,39347,31414,0,0,0,0,31414,31414
2025-07-07,2025,7,7,port23,Alexandria,Egypt,EGY,4,1,4,1,3,10,13,7205,23764,462,992,45988,32425,78414,39056,3314,6351,0,3494,48722,52217
2025-07-08,2025,7,8,port2044,El Dekheila,Egypt,EGY,1,2,0,0,1,3,4,0,74949,0,0,5905,74949,80854,1606,9680,0,0,9098,11287,20385
2025-07-08,2025,7,8,port23,Alexandria,Egypt,EGY,3,1,3,1,0,8,8,21290,26599,5230,0,0,53121,53121,109675,0,613,0,0,110289,110289
2025-07-09,2025,7,9,port2044,El Dekheila,Egypt,EGY,1,3,2,0,1,6,7,0,108763,5987,0,5774,114751,120525,1548,21325,1060,0,0,23934,23934
2025-07-09,2025,7,9,port23,Alexandria,Egypt,EGY,6,0,2,1,3,9,12,219806,0,4169,1357,8654,225332,233987,3310,0,0,30,15421,3341,18762
2025-07-10,2025,7,10,port2044,El Dekheila,Egypt,EGY,2,1,1,0,1,4,5,6968,27059,1703,0,9568,35731,45300,0,0,1060,0,7144,1060,8205
2025-07-10,2025,7,10,port23,Alexandria,Egypt,EGY,6,1,4,0,1,11,12,25349,27271,5564,0,29384,58185,87569,18293,0,2751,0,0,21045,21045
2025-07-11,2025,7,11,port2044,El Dekheila,Egypt,EGY,5,0,0,0,1,5,6,4326,0,0,0,360,4326,4686,30650,0,0,0,0,30650,30650
2025-07-11,2025,7,11,port23,Alexandria,Egypt,EGY,4,1,3,0,1,8,9,28998,0,3709,0,9685,32708,42393,16421,7032,4147,0,6693,27601,34294
2025-07-12,2025,7,12,port2044,El Dekheila,Egypt,EGY,3,0,2,0,2,5,7,2807,0,15921,0,14983,18729,33713,1616,0,0,0,44963,1616,46579
2025-07-12,2025,7,12,port23,Alexandria,Egypt,EGY,5,0,5,0,1,10,11,29559,0,7972,0,23615,37532,61148,58241,0,1890,0,0,60132,60132
2025-07-13,2025,7,13,port2044,El Dekheila,Egypt,EGY,1,5,0,0,0,6,6,264,168410,0,0,0,168674,168674,0,0,0,0,0,0,0
2025-07-13,2025,7,13,port23,Alexandria,Egypt,EGY,5,0,3,2,1,10,11,34730,0,5818,1245,10587,41794,52382,17757,0,1353,0,0,19110,19110
2025-07-14,2025,7,14,port2044,El Dekheila,Egypt,EGY,2,0,0,0,2,2,4,0,0,0,0,0,0,0,20244,0,0,0,65220,20244,85465
2025-07-14,2025,7,14,port23,Alexandria,Egypt,EGY,5,2,8,0,2,15,17,116217,68443,28977,0,38218,213639,251857,31933,6913,2777,0,3494,41624,45119
2025-07-15,2025,7,15,port2044,El Dekheila,Egypt,EGY,1,0,1,0,1,2,3,0,0,0,0,1267,0,1267,590,0,3635,0,0,4226,4226
2025-07-15,2025,7,15,port23,Alexandria,Egypt,EGY,4,1,2,1,4,8,12,48211,28582,6067,0,11943,82860,94804,19609,0,613,0,14652,20223,34875
2025-07-16,2025,7,16,port2044,El Dekheila,Egypt,EGY,3,0,3,0,1,6,7,10479,0,3189,0,9568,13669,23238,0,0,1060,0,7144,1060,8205
2025-07-16,2025,7,16,port23,Alexandria,Egypt,EGY,5,4,2,0,0,11,11,33178,95059,1854,0,0,130092,130092,27106,13256,1692,0,0,42055,42055
2025-07-17,2025,7,17,port2044,El Dekheila,Egypt,EGY,2,2,1,0,0,5,5,2192,108607,1703,0,0,112503,112503,4736,0,1060,0,0,5796,5796
2025-07-17,2025,7,17,port23,Alexandria,Egypt,EGY,3,1,7,0,5,11,16,8714,21693,15325,0,44522,45734,90257,27346,0,2096,0,32106,29442,61549
2025-07-18,2025,7,18,port2044,El Dekheila,Egypt,EGY,3,2,1,0,1,6,7,5269,31313,1703,0,5905,38285,44191,3440,5789,1060,0,9098,10290,19389
2025-07-18,2025,7,18,port23,Alexandria,Egypt,EGY,6,1,1,0,0,8,8,60721,2294,1854,0,0,64870,64870,40896,0,613,0,0,41509,41509
2025-07-19,2025,7,19,port2044,El Dekheila,Egypt,EGY,2,1,1,0,2,4,6,9119,40755,1583,0,14983,51458,66442,201,0,0,0,17271,201,17473
2025-07-19,2025,7,19,port23,Alexandria,Egypt,EGY,5,0,3,0,0,8,8,58123,0,6839,0,0,64963,64963,33637,0,3376,0,0,37013,37013
2025-07-20,2025,7,20,port2044,El Dekheila,Egypt,EGY,1,1,0,0,0,2,2,1518,0,0,0,0,1518,1518,0,48742,0,0,0,48742,48742
2025-07-20,2025,7,20,port23,Alexandria,Egypt,EGY,6,2,5,0,2,13,15,37344,51768,6688,0,53846,95801,149647,34454,3314,3448,0,0,41217,41217
2025-07-21,2025,7,21,port2044,El Dekheila,Egypt,EGY,2,1,1,0,3,4,7,4385,37474,1703,0,31555,43563,75119,4359,4840,1060,0,34632,10260,44893
2025-07-21,2025,7,21,port23,Alexandria,Egypt,EGY,1,2,6,0,1,9,10,5230,31370,9786,0,0,46388,46388,0,3314,3615,0,1398,6929,8328
2025-07-22,2025,7,22,port2044,El Dekheila,Egypt,EGY,3,2,0,0,1,5,6,31644,43751,0,0,0,75395,75395,0,0,0,0,1370,0,1370
2025-07-22,2025,7,22,port23,Alexandria,Egypt,EGY,7,2,1,1,1,11,12,41827,57000,1854,1357,0,102039,102039,122302,3314,613,30,2331,126260,128592
2025-07-23,2025,7,23,port2044,El Dekheila,Egypt,EGY,0,0,1,0,0,1,1,0,0,1703,0,0,1703,1703,0,0,1060,0,0,1060,1060
2025-07-23,2025,7,23,port23,Alexandria,Egypt,EGY,4,2,3,0,2,9,11,31398,47529,0,0,27090,78928,106018,11993,6628,2261,0,0,20882,20882
2025-07-24,2025,7,24,port2044,El Dekheila,Egypt,EGY,2,2,1,0,0,5,5,2192,88973,562,0,0,91728,91728,2827,4840,0,0,0,7667,7667
2025-07-24,2025,7,24,port23,Alexandria,Egypt,EGY,4,0,1,0,2,5,7,0,0,1854,0,8654,1854,10509,96958,0,613,0,10038,97572,107610
2025-07-25,2025,7,25,port2044,El Dekheila,Egypt,EGY,3,1,1,0,1,5,6,2192,37474,4752,0,0,44419,44419,2756,4840,0,0,33054,7596,40651
2025-07-25,2025,7,25,port23,Alexandria,Egypt,EGY,2,1,6,0,2,9,11,1949,23764,13098,0,20839,38812,59652,5547,3314,2424,0,3494,11286,14780
2025-07-26,2025,7,26,port2044,El Dekheila,Egypt,EGY,3,3,0,0,1,6,7,11909,118656,0,0,9568,130566,140135,3783,9680,0,0,7144,13464,20609
2025-07-26,2025,7,26,port23,Alexandria,Egypt,EGY,5,0,4,2,0,11,11,101292,0,4491,4683,0,110467,110467,24864,0,3314,0,0,28178,28178
2025-07-27,2025,7,27,port2044,El Dekheila,Egypt,EGY,2,2,1,0,1,5,6,7722,72999,1703,0,0,82425,82425,2179,4840,1060,0,29047,8080,37128
2025-07-27,2025,7,27,port23,Alexandria,Egypt,EGY,4,1,6,0,1,11,12,22826,0,13456,0,0,36282,36282,79909,25924,2580,0,1464,108415,109879
2025-07-28,2025,7,28,port2044,El Dekheila,Egypt,EGY,3,2,1,0,0,6,6,9732,40255,0,0,0,49987,49987,2966,4840,3106,0,0,10913,10913
2025-07-28,2025,7,28,port23,Alexandria,Egypt,EGY,5,4,4,1,2,14,16,22826,37770,10571,2283,31444,73451,104896,33404,30714,1771,0,6211,65890,72101
2025-07-29,2025,7,29,port2044,El Dekheila,Egypt,EGY,1,1,0,0,1,2,3,5203,40974,0,0,5905,46177,52082,0,0,0,0,9098,0,9098
2025-07-29,2025,7,29,port23,Alexandria,Egypt,EGY,4,5,6,0,1,15,16,12211,82350,5252,0,8654,99814,108469,15293,6628,6444,0,3494,28366,31861
2025-07-30,2025,7,30,port2044,El Dekheila,Egypt,EGY,3,0,0,0,2,3,5,2192,0,0,0,9568,2192,11761,20515,0,0,0,7144,20515,27660
2025-07-30,2025,7,30,port23,Alexandria,Egypt,EGY,6,1,7,0,0,14,14,34908,48077,14554,0,0,97539,97539,143967,0,6529,0,0,150497,150497
2025-07-31,2025,7,31,port2044,El Dekheila,Egypt,EGY,3,4,2,0,2,9,11,0,69168,2022,0,2827,71191,74019,9147,60837,786,0,2794,70771,73565
2025-07-31,2025,7,31,port23,Alexandria,Egypt,EGY,2,3,3,1,0,9,9,30758,101676,4209,1357,0,138001,138001,0,6628,613,30,0,7272,7272
2025-08-01,2025,8,1,port2044,El Dekheila,Egypt,EGY,2,0,0,0,1,2,3,422,0,0,0,32435,422,32858,2883,0,0,0,0,2883,2883
2025-08-01,2025,8,1,port23,Alexandria,Egypt,EGY,4,2,5,0,1,11,12,41724,47529,5564,0,636,94818,95455,26768,6628,6774,0,0,40170,40170
2025-08-02,2025,8,2,port2044,El Dekheila,Egypt,EGY,3,2,1,0,1,6,7,10041,105360,1703,0,14725,117105,131830,2255,11645,1060,0,271,14960,15232
2025-08-02,2025,8,2,port23,Alexandria,Egypt,EGY,4,1,2,0,1,7,8,21588,23764,1854,0,0,47208,47208,30353,3314,1898,0,7262,35566,42829
2025-08-03,2025,8,3,port2044,El Dekheila,Egypt,EGY,1,0,1,0,0,2,2,0,0,1703,0,0,1703,1703,369,0,1060,0,0,1429,1429
2025-08-03,2025,8,3,port23,Alexandria,Egypt,EGY,4,0,0,0,1,4,5,21665,0,0,0,0,21665,21665,39369,0,0,0,25651,39369,65021
2025-08-04,2025,8,4,port2044,El Dekheila,Egypt,EGY,4,3,2,0,0,9,9,10918,94735,4100,0,0,109754,109754,10949,0,3635,0,0,14585,14585
2025-08-04,2025,8,4,port23,Alexandria,Egypt,EGY,7,3,7,0,1,17,18,97143,97545,10108,0,11943,204797,216740,38354,6628,5641,0,3808,50624,54432
2025-08-05,2025,8,5,port2044,El Dekheila,Egypt,EGY,3,0,0,1,1,4,5,33920,0,0,0,260,33920,34180,2179,0,0,0,0,2179,2179
2025-08-05,2025,8,5,port23,Alexandria,Egypt,EGY,5,4,4,0,2,13,15,126433,82579,9844,0,29432,218857,248290,147464,6628,1227,0,0,155320,155320
2025-08-06,2025,8,6,port2044,El Dekheila,Egypt,EGY,1,0,1,0,2,2,4,0,0,17582,0,9568,17582,27151,4422,0,0,0,36069,4422,40492
2025-08-06,2025,8,6,port23,Alexandria,Egypt,EGY,1,3,1,2,0,7,7,0,105238,1854,2223,0,109316,109316,15050,6628,613,116,0,22408,22408
2025-08-07,2025,8,7,port2044,El Dekheila,Egypt,EGY,0,2,0,0,2,2,4,0,31861,0,0,0,31861,31861,0,0,0,0,14956,0,14956
2025-08-07,2025,8,7,port23,Alexandria,Egypt,EGY,4,1,4,0,1,9,10,23909,0,5912,0,12271,29821,42092,34804,0,1227,0,0,36032,36032
2025-08-08,2025,8,8,port2044,El Dekheila,Egypt,EGY,1,1,0,0,0,2,2,0,0,0,0,0,0,0,5350,5789,0,0,0,11140,11140
2025-08-08,2025,8,8,port23,Alexandria,Egypt,EGY,5,4,4,2,0,15,15,17937,99316,10082,2665,0,130001,130001,19650,6628,1206,30,0,27515,27515
2025-08-09,2025,8,9,port2044,El Dekheila,Egypt,EGY,6,0,0,0,1,6,7,6578,0,0,0,6453,6578,13031,9030,0,0,0,0,9030,9030
2025-08-09,2025,8,9,port23,Alexandria,Egypt,EGY,8,3,2,0,0,13,13,8992,71294,1854,0,0,82142,82142,128958,9942,859,0,0,139760,139760
2025-08-10,2025,8,10,port2044,El Dekheila,Egypt,EGY,3,2,1,0,0,6,6,8774,64466,1112,0,0,74353,74353,4359,4840,0,0,0,9200,9200
2025-08-10,2025,8,10,port23,Alexandria,Egypt,EGY,6,1,4,0,0,11,11,45013,49787,6981,0,0,101782,101782,8276,0,1533,0,0,9810,9810
2025-08-11,2025,8,11,port2044,El Dekheila,Egypt,EGY,0,1,0,0,1,1,2,0,37474,0,0,0,37474,37474,0,4840,0,0,0,4840,4840
2025-08-11,2025,8,11,port23,Alexandria,Egypt,EGY,2,2,7,1,2,12,14,1465,50342,9271,1357,9141,62437,71579,33195,3314,1840,30,1574,38380,39955
2025-08-12,2025,8,12,port2044,El Dekheila,Egypt,EGY,0,4,0,0,1,4,5,0,168618,0,0,5905,168618,174524,0,19753,0,0,9098,19753,28852
2025-08-12,2025,8,12,port23,Alexandria,Egypt,EGY,1,6,2,0,1,9,10,19624,126730,3709,0,6266,150064,156331,0,5319,1227,0,0,6547,6547
2025-08-13,2025,8,13,port2044,El Dekheila,Egypt,EGY,4,1,1,1,0,7,7,10216,37474,1703,0,0,49394,49394,4359,4840,1060,0,0,10260,10260
2025-08-13,2025,8,13,port23,Alexandria,Egypt,EGY,3,3,2,1,2,9,11,35414,83054,7619,0,11943,126088,138031,3530,6628,0,0,29460,10158,39619
2025-08-14,2025,8,14,port2044,El Dekheila,Egypt,EGY,1,2,0,0,1,3,4,1434,64534,0,0,0,65968,65968,2255,4840,0,0,30495,7095,37591
2025-08-14,2025,8,14,port23,Alexandria,Egypt,EGY,3,1,4,0,2,8,10,10794,23764,8541,0,41297,43100,84398,62613,3314,0,0,6693,65928,72621
2025-08-15,2025,8,15,port2044,El Dekheila,Egypt,EGY,2,0,0,0,0,2,2,1167,0,0,0,0,1167,1167,0,0,0,0,0,0,0
2025-08-15,2025,8,15,port23,Alexandria,Egypt,EGY,4,3,2,0,1,9,10,0,95214,5327,0,7871,100542,108414,114856,6913,0,0,2120,121769,123890
2025-08-16,2025,8,16,port2044,El Dekheila,Egypt,EGY,2,2,1,0,1,5,6,7876,55472,1703,0,5580,65052,70633,1609,0,1060,0,8578,2669,11247
2025-08-16,2025,8,16,port23,Alexandria,Egypt,EGY,3,0,3,0,1,6,7,21056,0,4446,0,32874,25503,58378,28004,0,663,0,0,28667,28667
2025-08-17,2025,8,17,port2044,El Dekheila,Egypt,EGY,2,1,2,0,1,5,6,1579,26599,4536,0,0,32715,32715,10541,0,3635,0,34799,14177,48977
2025-08-17,2025,8,17,port23,Alexandria,Egypt,EGY,4,1,0,0,1,5,6,63302,22557,0,0,599,85860,86460,18386,0,0,0,0,18386,18386
2025-08-18,2025,8,18,port2044,El Dekheila,Egypt,EGY,2,2,0,0,1,4,5,3793,75804,0,0,1808,79597,81405,0,0,0,0,0,0,0
2025-08-18,2025,8,18,port23,Alexandria,Egypt,EGY,4,5,7,1,0,17,17,1501,113741,13856,1180,0,130280,130280,23796,33110,5121,0,0,62028,62028
2025-08-19,2025,8,19,port2044,El Dekheila,Egypt,EGY,2,3,1,0,0,6,6,5613,118647,0,0,0,124261,124261,2179,4840,1436,0,0,8456,8456
2025-08-19,2025,8,19,port23,Alexandria,Egypt,EGY,3,4,3,2,2,12,14,10794,80854,6621,4205,1844,102475,104319,53460,25324,2035,116,4944,80936,85881
2025-08-20,2025,8,20,port2044,El Dekheila,Egypt,EGY,2,0,0,0,2,2,4,2724,0,0,0,6325,2724,9049,2179,0,0,0,11929,2179,14109
2025-08-20,2025,8,20,port23,Alexandria,Egypt,EGY,3,3,2,0,2,8,10,87403,87269,6154,0,64049,180826,244875,7924,34173,613,0,0,42711,42711
2025-08-21,2025,8,21,port2044,El Dekheila,Egypt,EGY,1,3,0,0,0,4,4,0,251029,0,0,0,251029,251029,4275,0,0,0,0,4275,4275
2025-08-21,2025,8,21,port23,Alexandria,Egypt,EGY,4,5,4,1,0,14,14,14870,118824,7645,2381,0,143721,143721,23528,16570,1840,0,0,41939,41939
2025-08-22,2025,8,22,port2044,El Dekheila,Egypt,EGY,1,0,3,0,3,4,7,5561,0,5995,0,45374,11556,56931,0,0,1060,0,41122,1060,42182
2025-08-22,2025,8,22,port23,Alexandria,Egypt,EGY,6,3,4,0,1,13,14,37758,71294,1854,0,11943,110908,122851,26140,9942,5758,0,3808,41841,45649
2025-08-23,2025,8,23,port2044,El Dekheila,Egypt,EGY,5,1,1,0,0,7,7,7059,0,1703,0,0,8763,8763,6603,28126,1060,0,0,35791,35791
2025-08-23,2025,8,23,port23,Alexandria,Egypt,EGY,8,0,4,1,2,13,15,47655,0,7228,0,32015,54883,86899,57829,0,6321,0,2343,64150,66494
2025-08-24,2025,8,24,port2044,El Dekheila,Egypt,EGY,5,2,0,0,0,7,7,17903,93655,0,0,0,111558,111558,4608,4840,0,0,0,9449,9449
2025-08-24,2025,8,24,port23,Alexandria,Egypt,EGY,4,1,6,0,0,11,11,22069,26748,1978,0,0,50797,50797,17239,0,11616,0,0,28856,28856
2025-08-25,2025,8,25,port2044,El Dekheila,Egypt,EGY,0,0,0,0,1,0,1,0,0,0,0,9568,0,9568,0,0,0,0,7144,0,7144
2025-08-25,2025,8,25,port23,Alexandria,Egypt,EGY,1,3,4,0,1,8,9,0,61163,3709,0,0,64873,64873,14970,6628,1464,0,2861,23062,25923
2025-08-26,2025,8,26,port2044,El Dekheila,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-26,2025,8,26,port23,Alexandria,Egypt,EGY,0,1,1,1,0,3,3,0,23764,1854,649,0,26269,26269,0,3314,613,116,0,4043,4043
2025-08-27,2025,8,27,port2044,El Dekheila,Egypt,EGY,0,1,0,0,0,1,1,0,33643,0,0,0,33643,33643,0,0,0,0,0,0,0
2025-08-27,2025,8,27,port23,Alexandria,Egypt,EGY,0,2,2,0,0,4,4,0,1854,1854,0,0,3709,3709,0,0,3635,0,0,3635,3635
2025-08-28,2025,8,28,port2044,El Dekheila,Egypt,EGY,3,3,3,0,2,9,11,0,96428,7278,0,39225,103707,142932,27417,4840,2120,0,0,34378,34378
2025-08-28,2025,8,28,port23,Alexandria,Egypt,EGY,7,3,11,1,1,22,23,59272,71294,12729,0,14961,143296,158258,36962,9942,7528,0,0,54433,54433
2025-08-29,2025,8,29,port2044,El Dekheila,Egypt,EGY,4,2,2,1,0,9,9,23679,73335,1703,0,0,98718,98718,16290,0,6098,0,0,22389,22389
2025-08-29,2025,8,29,port23,Alexandria,Egypt,EGY,6,2,3,0,1,11,12,183132,47529,2123,0,8654,232785,241440,18422,6628,2388,0,3494,27438,30933
2025-08-30,2025,8,30,port2044,El Dekheila,Egypt,EGY,3,4,1,0,2,8,10,3593,40448,0,0,0,44041,44041,2179,29134,1138,0,4063,32453,36516
