date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2025-03-18,2025,3,18,port23,Alexandria,Egypt,EGY,3,5,4,0,0,12,12,32663,41079,1854,0,0,75598,75598,9223,1440,5785,0,0,16449,16449
2025-03-19,2025,3,19,port2044,El Dekheila,Egypt,EGY,2,2,2,0,0,6,6,0,97341,3406,0,0,100748,100748,2194,0,2120,0,0,4315,4315
2025-03-19,2025,3,19,port23,Alexandria,Egypt,EGY,2,2,4,1,1,9,10,27131,23764,6427,0,212,57323,57536,18446,3314,1966,0,0,23727,23727
2025-03-20,2025,3,20,port2044,El Dekheila,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-20,2025,3,20,port23,Alexandria,Egypt,EGY,0,0,1,0,0,1,1,0,0,2942,0,0,2942,2942,0,0,0,0,0,0,0
2025-03-21,2025,3,21,port2044,El Dekheila,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-21,2025,3,21,port23,Alexandria,Egypt,EGY,0,0,1,0,0,1,1,0,0,1854,0,0,1854,1854,0,0,613,0,0,613,613
2025-03-22,2025,3,22,port2044,El Dekheila,Egypt,EGY,5,1,1,0,0,7,7,2192,37474,1868,0,0,41535,41535,24183,4840,0,0,0,29024,29024
2025-03-22,2025,3,22,port23,Alexandria,Egypt,EGY,5,1,0,1,0,7,7,27131,20354,0,0,0,47485,47485,94799,0,0,0,0,94799,94799
2025-03-23,2025,3,23,port2044,El Dekheila,Egypt,EGY,2,1,0,0,3,3,6,0,0,0,0,0,0,0,4164,50600,0,0,40819,54764,95584
2025-03-23,2025,3,23,port23,Alexandria,Egypt,EGY,4,0,4,1,0,9,9,55916,0,1994,1357,0,59268,59268,31581,0,3579,30,0,35192,35192
2025-03-24,2025,3,24,port2044,El Dekheila,Egypt,EGY,4,1,3,0,0,8,8,1815,41321,15636,0,0,58772,58772,24162,0,2679,0,0,26841,26841
2025-03-24,2025,3,24,port23,Alexandria,Egypt,EGY,3,10,7,1,3,21,24,40533,218351,10968,1218,17309,271072,288381,11605,16855,4534,0,8725,32995,41720
2025-03-25,2025,3,25,port2044,El Dekheila,Egypt,EGY,4,3,0,0,1,7,8,2192,194193,0,0,0,196386,196386,19150,0,0,0,28769,19150,47919
2025-03-25,2025,3,25,port23,Alexandria,Egypt,EGY,3,3,3,0,1,9,10,27823,90872,5564,0,0,124261,124261,26324,3314,1840,0,3139,31479,34619
2025-03-26,2025,3,26,port2044,El Dekheila,Egypt,EGY,4,1,0,0,2,5,7,22882,9929,0,0,6325,32812,39137,7298,0,0,0,6327,7298,13625
2025-03-26,2025,3,26,port23,Alexandria,Egypt,EGY,7,1,6,0,0,14,14,58215,23764,8961,0,0,90941,90941,114447,3314,4785,0,0,122546,122546
2025-03-27,2025,3,27,port2044,El Dekheila,Egypt,EGY,1,1,0,0,1,2,3,0,37474,0,0,3599,37474,41074,10068,4840,0,0,0,14909,14909
2025-03-27,2025,3,27,port23,Alexandria,Egypt,EGY,1,1,1,0,1,3,4,13565,2219,0,0,35861,15785,51646,9223,0,0,0,0,9223,9223
2025-03-28,2025,3,28,port2044,El Dekheila,Egypt,EGY,1,1,0,0,0,2,2,0,37474,0,0,0,37474,37474,5435,4840,0,0,0,10276,10276
2025-03-28,2025,3,28,port23,Alexandria,Egypt,EGY,3,0,1,1,0,5,5,33031,0,1854,0,0,34886,34886,39896,0,613,942,0,41452,41452
2025-03-29,2025,3,29,port2044,El Dekheila,Egypt,EGY,6,0,0,0,0,6,6,0,0,0,0,0,0,0,23413,0,0,0,0,23413,23413
2025-03-29,2025,3,29,port23,Alexandria,Egypt,EGY,6,2,4,1,0,13,13,68757,24359,11036,5837,0,109990,109990,183705,3314,613,0,0,187633,187633
2025-03-30,2025,3,30,port2044,El Dekheila,Egypt,EGY,2,3,0,0,0,5,5,0,109340,0,0,0,109340,109340,3638,9680,0,0,0,13319,13319
2025-03-30,2025,3,30,port23,Alexandria,Egypt,EGY,2,4,0,0,1,6,7,13565,95059,0,0,32059,108625,140684,23178,13256,0,0,0,36434,36434
2025-03-31,2025,3,31,port2044,El Dekheila,Egypt,EGY,2,1,1,0,2,4,6,2192,0,3841,0,5748,6034,11782,5965,31323,0,0,10278,37288,47566
2025-03-31,2025,3,31,port23,Alexandria,Egypt,EGY,4,8,3,0,0,15,15,50762,212149,1854,0,0,264767,264767,34741,23935,3595,0,0,62272,62272
2025-04-01,2025,4,1,port2044,El Dekheila,Egypt,EGY,2,0,2,0,0,4,4,390,0,3406,0,0,3796,3796,12735,0,2120,0,0,14856,14856
2025-04-01,2025,4,1,port23,Alexandria,Egypt,EGY,2,1,6,0,1,9,10,17605,23764,10475,0,29536,51845,81381,13431,3314,7656,0,0,24401,24401
2025-04-02,2025,4,2,port2044,El Dekheila,Egypt,EGY,2,1,0,0,1,3,4,12464,48969,0,0,0,61434,61434,0,0,0,0,34533,0,34533
2025-04-02,2025,4,2,port23,Alexandria,Egypt,EGY,4,3,3,0,2,10,12,0,48093,2663,0,45953,50756,96710,82904,16160,2513,0,0,101578,101578
2025-04-03,2025,4,3,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,0,40677,0,0,0,40677,40677,12421,0,0,0,0,12421,12421
2025-04-03,2025,4,3,port23,Alexandria,Egypt,EGY,3,3,6,2,1,14,15,6779,131056,6236,1238,0,145310,145310,76927,3314,4700,0,0,84941,84941
2025-04-04,2025,4,4,port2044,El Dekheila,Egypt,EGY,1,2,0,0,1,3,4,0,33017,0,0,0,33017,33017,2547,0,0,0,31678,2547,34226
2025-04-04,2025,4,4,port23,Alexandria,Egypt,EGY,3,3,5,0,0,11,11,158229,28066,11064,0,0,197360,197360,0,0,0,0,0,0,0
2025-04-05,2025,4,5,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,46729,10833,0,0,0,57562,57562,1820,0,0,0,0,1820,1820
2025-04-05,2025,4,5,port23,Alexandria,Egypt,EGY,3,1,3,0,0,7,7,48376,27059,5622,0,0,81058,81058,9281,0,1364,0,0,10646,10646
2025-04-06,2025,4,6,port2044,El Dekheila,Egypt,EGY,0,0,2,0,0,2,2,0,0,1703,0,0,1703,1703,0,0,1995,0,0,1995,1995
2025-04-06,2025,4,6,port23,Alexandria,Egypt,EGY,4,0,5,1,2,10,12,112986,0,5564,184,37362,118736,156098,0,0,6276,0,13465,6276,19741
2025-04-07,2025,4,7,port2044,El Dekheila,Egypt,EGY,5,2,0,0,1,7,8,8064,81664,0,0,5905,89729,95634,21884,4840,0,0,9098,26725,35823
2025-04-07,2025,4,7,port23,Alexandria,Egypt,EGY,4,0,2,0,0,6,6,50778,0,1854,0,0,52633,52633,9281,0,2278,0,0,11560,11560
2025-04-08,2025,4,8,port2044,El Dekheila,Egypt,EGY,1,4,0,0,2,5,7,807,129517,0,0,0,130324,130324,0,63958,0,0,11469,63958,75428
2025-04-08,2025,4,8,port23,Alexandria,Egypt,EGY,4,3,9,1,0,17,17,98643,47529,18140,1863,0,166176,166176,176666,38619,2008,0,0,217294,217294
2025-04-09,2025,4,9,port2044,El Dekheila,Egypt,EGY,1,1,0,0,1,2,3,0,37474,0,0,0,37474,37474,7837,4840,0,0,32386,12678,45065
2025-04-09,2025,4,9,port23,Alexandria,Egypt,EGY,2,4,1,0,1,7,8,0,91937,4031,0,34197,95969,130166,6932,6628,0,0,0,13560,13560
2025-04-10,2025,4,10,port2044,El Dekheila,Egypt,EGY,4,0,1,0,1,5,6,13109,0,2440,0,0,15549,15549,14352,0,0,0,0,14352,14352
2025-04-10,2025,4,10,port23,Alexandria,Egypt,EGY,2,4,3,0,1,9,10,17883,91497,5991,0,1652,115372,117024,9281,6628,3725,0,3978,19635,23613
2025-04-11,2025,4,11,port2044,El Dekheila,Egypt,EGY,3,0,0,0,0,3,3,2192,0,0,0,0,2192,2192,18470,0,0,0,0,18470,18470
2025-04-11,2025,4,11,port23,Alexandria,Egypt,EGY,3,1,1,0,1,5,6,11840,1108,1854,0,8654,14804,23459,21183,0,613,0,3494,21797,25292
2025-04-12,2025,4,12,port2044,El Dekheila,Egypt,EGY,3,2,1,0,0,6,6,0,230351,0,0,0,230351,230351,4231,0,1687,0,0,5918,5918
2025-04-12,2025,4,12,port23,Alexandria,Egypt,EGY,2,0,1,2,2,5,7,15649,0,0,0,31003,15649,46652,0,0,3169,0,1158,3169,4327
2025-04-13,2025,4,13,port2044,El Dekheila,Egypt,EGY,0,3,1,0,1,4,5,0,107725,2406,0,0,110131,110131,0,0,0,0,33674,0,33674
2025-04-13,2025,4,13,port23,Alexandria,Egypt,EGY,2,1,2,0,0,5,5,17605,26599,205,0,0,44410,44410,13431,0,2360,0,0,15792,15792
2025-04-14,2025,4,14,port2044,El Dekheila,Egypt,EGY,2,1,2,0,0,5,5,1715,58544,3526,0,0,63786,63786,4105,0,8234,0,0,12339,12339
2025-04-14,2025,4,14,port23,Alexandria,Egypt,EGY,4,6,6,1,1,17,18,56113,100359,10364,4015,1313,170854,172168,30047,84030,9174,0,0,123251,123251
2025-04-15,2025,4,15,port2044,El Dekheila,Egypt,EGY,3,0,1,0,1,4,5,1279,0,13054,0,4475,14333,18809,14105,0,0,0,0,14105,14105
2025-04-15,2025,4,15,port23,Alexandria,Egypt,EGY,3,4,4,0,2,11,13,33775,67049,7107,0,0,107932,107932,28868,3365,2580,0,6755,34814,41569
2025-04-16,2025,4,16,port2044,El Dekheila,Egypt,EGY,3,3,1,0,2,7,9,15659,74949,0,0,9631,90608,100239,5435,68891,53,0,0,74379,74379
2025-04-16,2025,4,16,port23,Alexandria,Egypt,EGY,3,2,4,1,1,10,11,22725,42916,13786,0,8654,79428,88083,82108,0,4109,0,3494,86217,89711
2025-04-17,2025,4,17,port2044,El Dekheila,Egypt,EGY,3,1,0,0,2,4,6,2966,58260,0,0,0,61226,61226,15257,0,0,0,31165,15257,46423
2025-04-17,2025,4,17,port23,Alexandria,Egypt,EGY,4,0,1,0,1,5,6,19378,0,3030,0,0,22408,22408,22385,0,0,0,0,22385,22385
2025-04-18,2025,4,18,port2044,El Dekheila,Egypt,EGY,2,1,1,0,0,4,4,0,37474,0,0,0,37474,37474,29345,4840,4103,0,0,38289,38289
2025-04-18,2025,4,18,port23,Alexandria,Egypt,EGY,4,0,3,1,1,8,9,49732,0,5344,1357,33448,56434,89882,130258,0,1227,30,0,131516,131516
2025-04-19,2025,4,19,port2044,El Dekheila,Egypt,EGY,5,3,0,1,1,9,10,6126,154641,0,0,0,160768,160768,5263,4840,0,0,30860,10103,40963
2025-04-19,2025,4,19,port23,Alexandria,Egypt,EGY,3,2,2,2,1,9,10,69829,52469,6567,0,8654,128866,137521,44182,3314,3084,0,3494,50581,54076
2025-04-20,2025,4,20,port2044,El Dekheila,Egypt,EGY,3,3,0,0,0,6,6,15611,135083,0,0,0,150695,150695,16433,0,0,0,0,16433,16433
2025-04-20,2025,4,20,port23,Alexandria,Egypt,EGY,6,4,5,0,0,15,15,83290,54382,5718,0,0,143391,143391,75081,23560,3696,0,0,102338,102338
2025-04-21,2025,4,21,port2044,El Dekheila,Egypt,EGY,1,1,1,0,0,3,3,8752,27062,0,0,0,35815,35815,0,0,3635,0,0,3635,3635
2025-04-21,2025,4,21,port23,Alexandria,Egypt,EGY,4,2,5,0,1,11,12,71812,35258,5019,0,13465,112091,125556,25888,19879,5349,0,0,51117,51117
2025-04-22,2025,4,22,port2044,El Dekheila,Egypt,EGY,3,2,0,0,1,5,6,0,189921,0,0,14983,189921,204905,19920,0,0,0,17271,19920,37192
2025-04-22,2025,4,22,port23,Alexandria,Egypt,EGY,3,2,5,0,1,10,11,44067,22678,10261,0,0,77007,77007,9281,969,1353,0,4080,11604,15685
2025-04-23,2025,4,23,port2044,El Dekheila,Egypt,EGY,1,2,0,0,0,3,3,2192,80873,0,0,0,83066,83066,2179,0,0,0,0,2179,2179
2025-04-23,2025,4,23,port23,Alexandria,Egypt,EGY,2,1,2,0,2,5,7,0,23764,0,0,37150,23764,60915,41854,3314,6298,0,6636,51467,58103
2025-04-24,2025,4,24,port2044,El Dekheila,Egypt,EGY,1,0,1,0,2,2,4,0,0,0,0,11810,0,11810,7460,0,6517,0,18197,13977,32174
2025-04-24,2025,4,24,port23,Alexandria,Egypt,EGY,4,2,3,0,1,9,10,18653,47529,5252,0,37566,71435,109001,21335,6628,1966,0,0,29929,29929
2025-04-25,2025,4,25,port2044,El Dekheila,Egypt,EGY,2,0,1,0,0,3,3,2192,0,0,0,0,2192,2192,10191,0,2117,0,0,12308,12308
2025-04-25,2025,4,25,port23,Alexandria,Egypt,EGY,3,0,3,0,0,6,6,11840,0,3943,0,0,15783,15783,31092,0,1227,0,0,32320,32320
2025-04-26,2025,4,26,port2044,El Dekheila,Egypt,EGY,5,1,1,0,1,7,8,2192,37474,0,0,0,39667,39667,16521,4840,1619,0,14961,22980,37942
2025-04-26,2025,4,26,port23,Alexandria,Egypt,EGY,5,2,2,0,1,9,10,11840,28037,2261,0,35162,42139,77301,84949,0,663,0,0,85612,85612
2025-04-27,2025,4,27,port2044,El Dekheila,Egypt,EGY,2,0,1,0,0,3,3,2192,0,1703,0,0,3895,3895,2568,0,1060,0,0,3628,3628
2025-04-27,2025,4,27,port23,Alexandria,Egypt,EGY,1,0,0,0,0,1,1,0,0,0,0,0,0,0,17386,0,0,0,0,17386,17386
2025-04-28,2025,4,28,port2044,El Dekheila,Egypt,EGY,2,5,0,0,0,7,7,2891,162064,0,0,0,164956,164956,2136,71867,0,0,0,74003,74003
2025-04-28,2025,4,28,port23,Alexandria,Egypt,EGY,2,7,10,1,1,20,21,11840,86628,9368,2269,0,110108,110108,37010,59072,9960,0,1868,106043,107912
2025-04-29,2025,4,29,port2044,El Dekheila,Egypt,EGY,1,1,0,0,1,2,3,0,28811,0,0,5905,28811,34717,15606,0,0,0,9098,15606,24704
2025-04-29,2025,4,29,port23,Alexandria,Egypt,EGY,1,2,1,1,0,5,5,11840,89724,1854,2262,0,105683,105683,9281,3314,613,0,0,13209,13209
2025-04-30,2025,4,30,port2044,El Dekheila,Egypt,EGY,1,2,1,0,0,4,4,0,37474,1114,0,0,38588,38588,25361,64510,0,0,0,89871,89871
2025-04-30,2025,4,30,port23,Alexandria,Egypt,EGY,5,3,4,1,0,13,13,83002,47529,5721,4061,0,140315,140315,106636,10909,5902,0,0,123448,123448
2025-05-01,2025,5,1,port2044,El Dekheila,Egypt,EGY,2,1,1,0,0,4,4,3930,55405,5530,0,0,64866,64866,6572,0,0,0,0,6572,6572
2025-05-01,2025,5,1,port23,Alexandria,Egypt,EGY,1,1,4,0,4,6,10,4731,0,5872,0,10565,10604,21170,0,26381,1840,0,8652,28222,36875
2025-05-02,2025,5,2,port2044,El Dekheila,Egypt,EGY,2,2,0,0,0,4,4,13536,70222,0,0,0,83758,83758,10078,0,0,0,0,10078,10078
2025-05-02,2025,5,2,port23,Alexandria,Egypt,EGY,4,0,3,0,0,7,7,54214,0,2360,0,0,56574,56574,20657,0,853,0,0,21510,21510
2025-05-03,2025,5,3,port2044,El Dekheila,Egypt,EGY,3,1,0,0,1,4,5,3733,110467,0,0,0,114201,114201,3597,0,0,0,37675,3597,41273
2025-05-03,2025,5,3,port23,Alexandria,Egypt,EGY,6,3,4,0,0,13,13,12117,54682,7411,0,0,74210,74210,185654,6628,1840,0,0,194123,194123
2025-05-04,2025,5,4,port2044,El Dekheila,Egypt,EGY,4,0,0,0,0,4,4,4385,0,0,0,0,4385,4385,26596,0,0,0,0,26596,26596
2025-05-04,2025,5,4,port23,Alexandria,Egypt,EGY,2,2,2,0,0,6,6,31299,48810,5708,0,0,85818,85818,20657,3314,613,0,0,24584,24584
2025-05-05,2025,5,5,port2044,El Dekheila,Egypt,EGY,3,3,1,0,3,7,10,2192,39147,0,0,43581,41339,84921,5295,14307,1681,0,3059,21285,24344
2025-05-05,2025,5,5,port23,Alexandria,Egypt,EGY,7,5,13,0,2,25,27,68073,96494,23168,0,32758,187736,220494,54997,39300,7025,0,5747,101323,107070
2025-05-06,2025,5,6,port2044,El Dekheila,Egypt,EGY,4,1,1,0,0,6,6,4474,21546,1114,0,0,27135,27135,21937,0,0,0,0,21937,21937
2025-05-06,2025,5,6,port23,Alexandria,Egypt,EGY,4,2,2,1,2,9,11,124512,26991,3718,0,18344,155222,173566,20657,29264,613,0,0,50535,50535
2025-05-07,2025,5,7,port2044,El Dekheila,Egypt,EGY,1,1,0,0,2,2,4,2192,37474,0,0,9568,39667,49236,2179,4840,0,0,9267,7020,16287
2025-05-07,2025,5,7,port23,Alexandria,Egypt,EGY,3,1,3,0,2,7,9,37345,0,2846,0,2791,40192,42984,20657,18322,2806,0,0,41785,41785
2025-05-08,2025,5,8,port2044,El Dekheila,Egypt,EGY,4,1,0,0,0,5,5,11556,161863,0,0,0,173419,173419,9687,0,0,0,0,9687,9687
2025-05-08,2025,5,8,port23,Alexandria,Egypt,EGY,3,1,2,2,2,8,10,24591,0,3303,1684,29986,29580,59566,14944,18767,739,0,4749,34452,39201
2025-05-09,2025,5,9,port2044,El Dekheila,Egypt,EGY,3,0,0,0,0,3,3,2192,0,0,0,0,2192,2192,23749,0,0,0,0,23749,23749
2025-05-09,2025,5,9,port23,Alexandria,Egypt,EGY,4,3,4,0,0,11,11,91945,23764,5984,0,0,121694,121694,11858,28110,8029,0,0,47997,47997
2025-05-10,2025,5,10,port2044,El Dekheila,Egypt,EGY,2,2,1,0,0,5,5,0,27041,0,0,0,27041,27041,7770,6019,5741,0,0,19531,19531
2025-05-10,2025,5,10,port23,Alexandria,Egypt,EGY,4,1,4,0,0,9,9,8267,23764,5564,0,0,37596,37596,39142,3314,4783,0,0,47240,47240
2025-05-11,2025,5,11,port2044,El Dekheila,Egypt,EGY,3,0,2,0,0,5,5,38555,0,3427,0,0,41983,41983,15285,0,3635,0,0,18921,18921
2025-05-11,2025,5,11,port23,Alexandria,Egypt,EGY,2,0,1,0,3,3,6,0,0,0,0,1838,0,1838,127004,0,1421,0,2886,128426,131312
2025-05-12,2025,5,12,port2044,El Dekheila,Egypt,EGY,3,2,2,0,3,7,10,9294,24091,7073,0,8049,40459,48508,7169,12017,0,0,1197,19187,20384
2025-05-12,2025,5,12,port23,Alexandria,Egypt,EGY,4,4,9,0,0,17,17,29230,55053,14527,0,0,98811,98811,34835,12372,3491,0,0,50699,50699
2025-05-13,2025,5,13,port2044,El Dekheila,Egypt,EGY,2,2,1,0,1,5,6,0,44138,4159,0,0,48298,48298,13015,0,0,0,33227,13015,46243
2025-05-13,2025,5,13,port23,Alexandria,Egypt,EGY,2,0,3,2,1,7,8,15649,0,3709,0,31283,19359,50642,14984,0,2950,0,0,17935,17935
2025-05-14,2025,5,14,port2044,El Dekheila,Egypt,EGY,4,1,1,0,0,6,6,9991,37474,0,0,0,47466,47466,1168,4840,1199,0,0,7208,7208
2025-05-14,2025,5,14,port23,Alexandria,Egypt,EGY,4,1,2,0,1,7,8,31299,0,1854,0,0,33153,33153,167448,23147,785,0,4135,191381,195517
2025-05-15,2025,5,15,port2044,El Dekheila,Egypt,EGY,2,2,3,0,1,7,8,0,66060,5291,0,39195,71351,110547,4098,4840,2127,0,0,11066,11066
2025-05-15,2025,5,15,port23,Alexandria,Egypt,EGY,5,0,1,0,2,6,8,15649,0,1542,0,2677,17191,19869,75000,0,739,0,1389,75740,77129
2025-05-16,2025,5,16,port2044,El Dekheila,Egypt,EGY,3,1,0,0,1,4,5,0,0,0,0,0,0,0,14661,9931,0,0,0,24593,24593
2025-05-16,2025,5,16,port23,Alexandria,Egypt,EGY,4,3,6,0,1,13,14,24066,38910,5090,0,637,68066,68704,102743,9171,6449,0,0,118364,118364
2025-05-17,2025,5,17,port2044,El Dekheila,Egypt,EGY,5,0,1,0,1,6,7,16436,0,1703,0,34880,18139,53020,19927,0,1060,0,0,20988,20988
2025-05-17,2025,5,17,port23,Alexandria,Egypt,EGY,5,1,3,0,1,9,10,133424,23764,2999,0,13468,160189,173657,117365,3314,613,0,1941,121293,123235
2025-05-18,2025,5,18,port2044,El Dekheila,Egypt,EGY,1,0,0,0,1,1,2,9942,0,0,0,5905,9942,15848,0,0,0,0,9098,0,9098
2025-05-18,2025,5,18,port23,Alexandria,Egypt,EGY,2,2,1,0,1,5,6,15649,6114,1854,0,0,23619,23619,82489,3486,613,0,1928,86590,88518
2025-05-19,2025,5,19,port2044,El Dekheila,Egypt,EGY,3,1,1,0,0,5,5,0,21173,4075,0,0,25248,25248,9952,0,0,0,0,9952,9952
2025-05-19,2025,5,19,port23,Alexandria,Egypt,EGY,3,3,7,0,3,13,16,15649,26102,18388,0,10395,60140,70536,21480,14017,4342,0,3978,39841,43820
2025-05-20,2025,5,20,port2044,El Dekheila,Egypt,EGY,2,2,0,0,1,4,5,0,128250,0,0,0,128250,128250,10554,0,0,0,34044,10554,44599
2025-05-20,2025,5,20,port23,Alexandria,Egypt,EGY,3,2,1,0,1,6,7,39681,87521,2812,0,13369,130015,143385,19660,0,0,0,0,19660,19660
2025-05-21,2025,5,21,port2044,El Dekheila,Egypt,EGY,3,1,0,0,0,4,4,2192,0,0,0,0,2192,2192,24438,41436,0,0,0,65875,65875
2025-05-21,2025,5,21,port23,Alexandria,Egypt,EGY,1,1,2,0,1,4,5,33102,61832,1854,0,0,96790,96790,0,0,3604,0,2911,3604,6516
2025-05-22,2025,5,22,port2044,El Dekheila,Egypt,EGY,5,1,1,0,1,7,8,2192,53691,1703,0,2738,57587,60325,17890,0,1060,0,0,18951,18951
2025-05-22,2025,5,22,port23,Alexandria,Egypt,EGY,1,1,0,0,2,2,4,16354,26621,0,0,17309,42975,60285,0,0,0,0,6989,0,6989
2025-05-23,2025,5,23,port2044,El Dekheila,Egypt,EGY,2,2,1,0,1,5,6,3627,27475,1703,0,5905,32806,38711,4435,13505,1060,0,9098,19001,28099
2025-05-23,2025,5,23,port23,Alexandria,Egypt,EGY,4,0,4,0,1,8,9,22458,0,5306,0,9685,27764,37449,46845,0,613,0,6693,47458,54152
2025-05-24,2025,5,24,port2044,El Dekheila,Egypt,EGY,2,0,0,0,1,2,3,2192,0,0,0,0,2192,2192,4000,0,0,0,0,4000,4000
2025-05-24,2025,5,24,port23,Alexandria,Egypt,EGY,4,0,6,1,0,11,11,15184,0,7777,3817,0,26778,26778,30556,0,4891,0,0,35447,35447
2025-05-25,2025,5,25,port2044,El Dekheila,Egypt,EGY,3,0,1,0,2,4,6,1992,0,446,0,47892,2439,50331,24183,0,0,0,8578,24183,32762
2025-05-25,2025,5,25,port23,Alexandria,Egypt,EGY,1,0,3,0,2,4,6,202680,0,6874,0,9685,209555,219240,0,0,1227,0,6693,1227,7920
2025-05-26,2025,5,26,port2044,El Dekheila,Egypt,EGY,1,0,0,1,0,2,2,2192,0,0,0,0,2192,2192,2179,0,0,0,0,2179,2179
2025-05-26,2025,5,26,port23,Alexandria,Egypt,EGY,5,3,4,1,2,13,15,46948,52434,4449,0,1652,103832,105484,68799,3739,2671,0,6625,75209,81834
2025-05-27,2025,5,27,port2044,El Dekheila,Egypt,EGY,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-27,2025,5,27,port23,Alexandria,Egypt,EGY,4,0,2,0,1,6,7,194450,0,307,0,9571,194758,204329,20657,0,1002,0,0,21659,21659
2025-05-28,2025,5,28,port2044,El Dekheila,Egypt,EGY,7,3,1,0,0,11,11,16013,251720,0,0,0,267733,267733,16053,4840,598,0,0,21492,21492
2025-05-28,2025,5,28,port23,Alexandria,Egypt,EGY,4,2,5,0,0,11,11,15649,44483,10886,0,0,71019,71019,25362,2005,1227,0,0,28596,28596
2025-05-29,2025,5,29,port2044,El Dekheila,Egypt,EGY,1,1,0,0,2,2,4,0,37474,0,0,33748,37474,71222,882,4840,0,0,30458,5723,36181
2025-05-29,2025,5,29,port23,Alexandria,Egypt,EGY,2,1,0,0,3,3,6,0,23764,0,0,36194,23764,59959,62315,3314,0,0,3494,65629,69124
2025-05-30,2025,5,30,port2044,El Dekheila,Egypt,EGY,3,1,0,0,1,4,5,6877,37474,0,0,5580,44352,49933,6263,4840,0,0,8578,11103,19682
2025-05-30,2025,5,30,port23,Alexandria,Egypt,EGY,5,1,4,1,1,11,12,41927,23188,5564,1623,30949,72305,103254,39584,0,2287,0,0,41871,41871
2025-05-31,2025,5,31,port2044,El Dekheila,Egypt,EGY,2,0,1,0,1,3,4,0,0,1703,0,5905,1703,7608,6079,0,1060,0,9098,7140,16238
2025-05-31,2025,5,31,port23,Alexandria,Egypt,EGY,3,2,4,0,1,9,10,15649,1920,9270,0,2989,26840,29829,28840,425,1943,0,0,31209,31209
2025-06-01,2025,6,1,port2044,El Dekheila,Egypt,EGY,2,1,1,0,1,4,5,0,0,0,0,0,0,0,11472,49599,4310,0,0,65382,65382
2025-06-01,2025,6,1,port23,Alexandria,Egypt,EGY,7,1,2,0,0,10,10,73314,49640,3709,0,0,126664,126664,51889,0,1227,0,0,53116,53116
2025-06-02,2025,6,2,port2044,El Dekheila,Egypt,EGY,3,4,2,0,3,9,12,17135,116941,1703,0,12513,135780,148293,2179,58124,1060,0,61250,61364,122615
2025-06-02,2025,6,2,port23,Alexandria,Egypt,EGY,5,3,12,1,4,21,25,58738,81326,15239,0,11112,155304,166417,35664,6628,9652,0,9454,51945,61399
2025-06-03,2025,6,3,port2044,El Dekheila,Egypt,EGY,4,0,0,0,2,4,6,2145,0,0,0,0,2145,2145,24041,0,0,0,32879,24041,56920
2025-06-03,2025,6,3,port23,Alexandria,Egypt,EGY,4,1,3,0,0,8,8,0,23764,3709,0,0,27474,27474,78042,3314,1398,0,0,82755,82755
2025-06-04,2025,6,4,port2044,El Dekheila,Egypt,EGY,2,1,2,0,1,5,6,0,58293,0,0,34757,58293,93051,15892,0,2281,0,0,18173,18173
2025-06-04,2025,6,4,port23,Alexandria,Egypt,EGY,6,1,2,1,2,10,12,57584,0,1925,3131,1216,62642,63859,12611,0,613,0,5999,13225,19224
2025-06-05,2025,6,5,port2044,El Dekheila,Egypt,EGY,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7096,0,0,0,0,7096,7096
2025-06-05,2025,6,5,port23,Alexandria,Egypt,EGY,2,0,0,0,0,2,2,0,0,0,0,0,0,0,21144,0,0,0,0,21144,21144
2025-06-06,2025,6,6,port2044,El Dekheila,Egypt,EGY,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1878,0,0,0,30029,1878,31908
2025-06-06,2025,6,6,port23,Alexandria,Egypt,EGY,5,0,1,1,1,7,8,18146,0,17913,185,35222,36246,71468,112207,0,0,0,0,112207,112207
2025-06-07,2025,6,7,port2044,El Dekheila,Egypt,EGY,4,1,1,0,3,6,9,6061,28162,1703,0,20858,35927,56785,11767,0,1060,0,14530,12828,27359
2025-06-07,2025,6,7,port23,Alexandria,Egypt,EGY,5,1,4,1,0,11,11,92348,54761,5564,0,0,152675,152675,26039,0,4342,0,0,30382,30382
2025-06-08,2025,6,8,port2044,El Dekheila,Egypt,EGY,4,0,1,0,0,5,5,5533,0,1104,0,0,6637,6637,5603,0,0,0,0,5603,5603
2025-06-08,2025,6,8,port23,Alexandria,Egypt,EGY,5,1,4,0,0,10,10,84495,1322,6919,0,0,92737,92737,25919,0,1840,0,0,27760,27760
